小区名称,均价,在售套数,所在区,所在街道,经度,纬度
"
花园南村
",65358,11,西湖,文教,120.13959501693739,30.288670522480917
"
阳光城檀映里
",65223,18,拱墅,三塘,120.18097042974367,30.319250743214436
"
文三路59号
",65206,2,西湖,文三,120.15435363748303,30.283705360357374
"
四宜路10号
",65118,0,上城,清波,120.1689440952372,30.240995193123936
"
星翠澜庭
",65090,28,萧山,钱江世纪城,120.25684472667736,30.250886965707434
"
旭辉和昌都会山
",65081,100,萧山,钱江世纪城,120.25149603600984,30.237550077759884
"
文二路19号
",65056,1,西湖,学军,120.15253690441965,30.289518983533252
"
金成花园别墅
",64919,2,西湖,文一西路,120.1458212622576,30.275050550501664
"
万科新都会1958
",64604,19,拱墅,德胜东,120.19016961714915,30.30733238079125
"
华清山庄
",64582,4,临平,临平新城,120.2874008580909,30.414304931808196
"
绿城明月江南
",64581,90,滨江,滨江区政府,120.23357439193302,30.213437175351743
"
马塍路33号
",64549,8,西湖,学军,120.15363337612513,30.287548013412003
"
铁路新村
",64539,8,西湖,黄龙,120.15237799417493,30.273731076885984
"
旭江华庭
",64350,179,滨江,奥体,120.23452991950398,30.23030625606839
"
南山路260号
",64335,1,上城,湖滨,120.1678470845484,30.254539061838763
"
日耀之城
",64316,105,萧山,钱江世纪城,120.26209720882474,30.25555580932163
"
兰庭国际
",64277,18,西湖,文教,120.14545933496764,30.290029475502223
"
传宸府
",64228,24,拱墅,拱宸桥,120.15807208331103,30.323903988009548
"
水色宜居
",64199,26,拱墅,申花,120.11321438919532,30.3141438100353
"
平海公寓
",64180,19,上城,湖滨,120.1760898460774,30.260675104343697
"
龙湖春江彼岸
",64157,132,滨江,奥体,120.23637360173267,30.22700508435632
"
保利中盛府
",64115,66,上城,景芳,120.21316282464365,30.281856058139862
"
宝石二路7号
",64058,0,西湖,黄龙,120.19795352422366,30.390560532509753
"
将军路
",64042,2,上城,湖滨,120.17296293442773,30.25833241088437
"
西溪河东
",64021,18,西湖,学军,120.14758140207384,30.285437212160492
"
中大广场
",63856,4,拱墅,天水,120.17573483573986,30.272036912614798
"
金都城市芯宇
",63840,82,西湖,文教,120.14296860328011,30.297230182428144
"
万和玺园
",63778,25,拱墅,三塘,120.17730642122956,30.31736042052734
"
耀江文鼎苑
",63723,160,西湖,申花,120.10151791247209,30.30403413595869
"
上宁新村
",63690,17,西湖,文三,120.15046226784436,30.282122707876656
"
青枫墅园二期-鹭语阁排屋
",63671,26,余杭,未来科技城,120.02428798269331,30.286655719374178
"
桃花弄
",63620,7,西湖,黄龙,120.15607829423163,30.275246185384766
"
坤和西溪里
",63566,64,西湖,西溪,120.15605664506884,30.28108347148038
"
皇朝城市花园
",63499,9,西湖,文三西路,120.10247658411235,30.279878616988448
"
融创河滨之城雨澜轩
",63449,90,西湖,西溪,120.1311925366887,30.283080067961382
"
邮电路16-38号
",63384,16,上城,湖滨,120.17614895457996,30.257736980298013
"
名城公馆
",63357,32,拱墅,桥西,120.13633776115822,30.32233874698375
"
王家弄
",63307,10,西湖,黄龙,120.13922617269499,30.275740767949983
"
友谊新村
",63298,28,西湖,黄龙,120.15086686464605,30.273731544732303
"
杭大新村
",63290,9,西湖,黄龙,120.14983803534547,30.27602505626866
"
滨江望品
",63265,16,拱墅,大关,120.16368101308478,30.307054887612683
"
绿城伍重院
",63259,5,临平,东湖,120.2720374084454,30.43032287605006
"
体育场路472号
",63075,0,西湖,黄龙,120.163534319795,30.2763013905788
"
环城西路83号
",63039,2,西湖,黄龙,120.16112389662007,30.27738527781268
"
花园北村1212宿舍
",63025,1,西湖,文教,120.13858334527205,30.289941535110014
"
新民村2号
",63011,2,上城,清波,120.16671791452237,30.24732637727077
"
罗马公寓
",63008,6,西湖,黄龙,120.16083374394034,30.277287111701952
"
体育场路466号
",63005,1,西湖,黄龙,120.16057036076484,30.276851405797387
"
嘉南公寓吟泉居
",62989,1,西湖,文一西路,120.10038946109046,30.293031095287386
"
甬江嘉院
",62942,3,上城,望江,120.18759803796573,30.237455771598583
"
欣盛东方福邸
",62927,111,拱墅,申花,120.11846839846208,30.312544428265575
"
白云深处
",62916,43,余杭,未来科技城,120.02428798269331,30.286655719374178
"
九树公寓
",62898,1,西湖,之江,120.11513379857848,30.188253803138405
"
孝丰路35号(平)
",62857,0,拱墅,武林,120.16390693692054,30.271132389748598
"
青芝坞
",62853,4,西湖,黄龙,120.12608908342543,30.265391748294196
"
滨江紫金府
",62821,34,西湖,申花,120.10714130496456,30.309195072185535
"
天目山路28-1号
",62772,1,西湖,文三,120.13162129790862,30.246016042927103
"
清波新村
",62726,12,上城,清波,120.16559314619332,30.242666420536704
"
翡翠之星公寓
",62710,38,萧山,萧山新城区,120.2428060081674,30.209447167501406
"
珊瑚世纪雅园
",62632,42,西湖,之江,120.09666841017648,30.167887243176967
"
春月锦庐
",62618,31,拱墅,三里亭,120.19852817025838,30.307700681607553
"
文二路68号
",62595,6,西湖,文教,120.1485479788026,30.29026031865288
"
马塍路11号
",62589,18,西湖,文三,120.15446143414422,30.28229337891758
"
中企艮山府西区
",62481,16,上城,景芳,120.22214983228767,30.284937689173358
"
天阳尚景国际
",62477,30,拱墅,申花,120.12516823044714,30.312421122007137
"
碧桂园西江月
",62459,16,拱墅,申花,120.11999551782904,30.31550295204548
"
云栖蝶谷
",62417,8,西湖,之江,120.10881403965469,30.183559410318104
"
马塍路35号
",62311,3,西湖,学军,120.15370847446576,30.287969560046204
"
体育场路523号
",62261,1,西湖,黄龙,120.18946202189893,30.276174061689847
"
唐郡
",62157,1,桐庐,桐庐,119.71909127412908,29.789293100005583
"
今日嘉园
",62122,20,西湖,文教,120.13942577617932,30.295789787529245
"
绿城华润晓月映翠
",62116,47,滨江,长河,120.15445460702234,30.174493012388336
"
劳动路
",62114,14,上城,清波,120.16742721655304,30.24422218218931
"
文二路21号
",62110,9,西湖,学军,120.15153161072342,30.2892393344584
"
文二路23号
",61949,0,西湖,学军,120.15151687851308,30.289483199099422
"
浙旅德信西宸
",61917,17,拱墅,申花,120.12456843185812,30.31474575376213
"
胜利新村
",61916,32,西湖,黄龙,120.15851360046918,30.276809534887256
"
星瓒颂锦府
",61771,127,拱墅,和睦,120.1265465005911,30.322893255444793
"
丽景西苑
",61744,5,拱墅,长庆,120.18556660988547,30.267876739534618
"
曙光路
",61667,6,西湖,黄龙,120.09993833206335,30.274510037888362
"
四宜路14号
",61658,2,上城,清波,120.16860076287128,30.241075611753097
"
香格里拉别墅
",61566,49,余杭,良渚,120.00036493916544,30.359703495591177
"
比胜庙巷20号
",61552,0,上城,湖滨,120.17583005612391,30.252840039579212
"
延庆里6号
",61495,3,上城,湖滨,120.17708507875192,30.263156161049587
"
莱蒙水榭春天
",61474,53,滨江,奥体,120.2332307002449,30.232477930238723
"
小河路338号
",61459,3,拱墅,桥西,120.14348288318457,30.323215204018496
"
体育场路557号
",61439,2,西湖,黄龙,120.15560084485307,30.27354315843197
"
武林门新村
",61340,18,西湖,文三,120.15632380112751,30.28276562700981
"
杭大路28号
",61340,1,西湖,黄龙,120.14798905311429,30.275301936186064
"
混堂巷20号
",61132,4,西湖,文三,120.15730861345808,30.28023501470622
"
文二路162号
",61118,3,西湖,文教,120.14459426676152,30.29197716326013
"
桂花城紫云苑
",61110,1,西湖,文一西路,120.09823748041076,30.288869716199137
"
西城年华
",61097,71,西湖,申花,120.10802730368906,30.31568096877662
"
绿城西子锦兰公寓
",61016,23,拱墅,大关,120.15306205382079,30.306962129884475
"
南都天水苑
",60996,7,拱墅,天水,120.17332764646477,30.273660821938034
"
体育场路470号
",60963,4,拱墅,武林,120.1600600334046,30.27692641471976
"
桂花城
",60952,40,西湖,文一西路,120.10207558053268,30.288860282768074
"
莫干山路79号
",60928,10,西湖,文三,120.15934111950499,30.280654955734015
"
新民村1号
",60924,3,上城,清波,120.16678968913261,30.247092234298112
"
中豪晴园
",60908,16,西湖,文教,120.13965798815364,30.293950070397994
"
绿城桂冠东方
",60817,363,萧山,钱江世纪城,120.26058248607382,30.237506005826564
"
蕙宜村
",60768,5,上城,湖滨,120.17245296638971,30.263183065136424
"
和润园
",60753,3,西湖,文一西路,120.10503585651027,30.29675738102489
"
万科西庐一期
",60736,46,西湖,西溪,120.10291280126799,30.313210216999007
"
望澜府
",60719,17,拱墅,拱宸桥,120.16782902860766,30.33074745127213
"
富越香溪
",60676,18,西湖,西溪,120.15605664506884,30.28108347148038
"
保利天汇
",60667,72,滨江,长河,120.20567796347342,30.18819612942577
"
和家园玺园
",60658,4,西湖,西溪,120.17730642122956,30.31736042052734
"
里东山弄
",60648,26,西湖,黄龙,120.1349592215226,30.263984881489293
"
众安溪园
",60571,17,余杭,闲林,120.00902181953455,30.240862903944365
"
桃园新村
",60544,16,西湖,黄龙,120.15204391435577,30.270691665729288
"
环城西路58号
",60527,0,拱墅,武林,120.16314005350667,30.272507027251926
"
滨江御虹府
",60526,88,萧山,钱江世纪城,120.26768404028294,30.233635086163016
"
沿山河新村
",60512,9,西湖,黄龙,120.15171172097818,30.276538582099693
"
圣苑小区
",60507,31,西湖,申花,120.10169451933535,30.3091631923013
"
金鹿雅园
",60488,2,拱墅,丝绸城,120.18532963689194,30.272058901772766
"
杭大路38号
",60474,5,西湖,黄龙,120.14793281918936,30.275630982221948
"
景瑞申花壹号院
",60438,43,拱墅,申花,120.1134739994877,30.314498990800768
"
尚城墅
",60415,12,滨江,浦沿,120.14253687765202,30.188782542283327
"
保俶花园
",60403,6,西湖,文教,120.14644522526484,30.28735669129171
"
文三新村
",60372,21,西湖,文三,120.11785377783215,30.251886125202528
"
文一路78号
",60370,1,西湖,文教,120.14680337967165,30.295170341770522
"
万寿亭公寓
",60360,3,拱墅,武林,120.16730720293691,30.275548954736223
"
宋浇造巷
",60351,12,上城,湖滨,120.1773100144516,30.261567091096165
"
文三路103号
",60342,7,西湖,文三,120.15320236914144,30.28343154203796
"
梧桐公寓
",60315,20,西湖,文教,120.1362829645221,30.293360237186075
"
绿城西子紫兰公寓
",60308,10,拱墅,信义坊,120.1497470369973,30.304626008957634
"
凯德龙湾
",60305,19,拱墅,桥西,120.14326684070943,30.319123314769325
"
绿城慧园
",60226,41,拱墅,申花,120.11236593964115,30.31270265288091
"
文二路172号
",60145,1,西湖,文教,120.14426252253669,30.29011593455133
"
西溪河下78号
",60100,1,西湖,文教,120.14787757340049,30.29730759223244
"
曙光新村
",60060,60,西湖,黄龙,120.13753439392805,30.267420326883443
"
金都富春山居
",59986,52,富阳,银湖科技城,120.01361898781241,30.158060111655857
"
长生路小区
",59951,3,上城,湖滨,120.17446984192071,30.26334628310362
"
学院路212号
",59915,2,西湖,文教,120.13649613241962,30.29082343018984
"
保俶路
",59889,26,西湖,黄龙,120.13922617269499,30.275740767949983
"
耀江文欣苑
",59847,15,西湖,文教,120.1433194814123,30.288139363222474
"
武林巷38号
",59718,2,西湖,文三,120.15930536694567,30.28313066845583
"
窑背巷6号
",59652,4,西湖,文三,120.15331043529427,30.279146870912406
"
柳浪阁
",59591,13,上城,清波,120.16660131446716,30.243684228113743
"
嘉宸天誉名轩
",59531,63,萧山,萧山新城区,120.24910564504778,30.2158592827264
"
桂语听澜轩
",59512,34,萧山,萧山新城区,120.24657484893453,30.21005373912516
"
文二路166号
",59499,0,西湖,文教,120.14337373906513,30.292022146020624
"
西溪路22-97号
",59472,21,西湖,黄龙,120.15207652284577,30.274796669013906
"
体育场路468号
",59417,1,西湖,黄龙,120.17135487773432,30.24220099758429
"
武林花园
",59412,13,西湖,文三,120.15546017021022,30.27945570975267
"
玉古路139号
",59317,2,西湖,黄龙,120.13207036083307,30.2662229450484
"
丽阳苑
",59264,4,西湖,申花,120.11785377783215,30.251886125202528
"
祥生云境
",59248,20,西湖,之江,120.10078767992304,30.16328898041963
"
顺发吉祥半岛
",59215,46,拱墅,桥西,120.13598921862034,30.320385121780017
"
马塍路8号
",59211,5,西湖,文三,120.1538924474342,30.28067935997485
"
天阳尚景国际二期
",59202,17,拱墅,申花,120.12332302109911,30.314208112113597
"
马塍路2号
",59043,2,西湖,文三,120.15783025946773,30.279319262519415
"
师苑新村
",58933,23,西湖,文教,120.10072569684284,30.272418447192315
"
开化路
",58932,0,拱墅,武林,120.16763804885623,30.27415252753294
"
德信宸光里
",58926,14,上城,城东新城,120.22789395704068,30.3027700116074
"
未央村
",58915,8,拱墅,湖滨,120.17330806340466,30.26355543253011
"
文天公寓
",58873,7,西湖,文三,120.11785377783215,30.251886125202528
"
龙湖滨康天曜城
",58867,71,滨江,西兴,120.23578853535402,30.18971319425616
"
仁和里
",58834,0,上城,湖滨,120.17412300616331,30.258189305110353
"
博学玉府
",58774,8,萧山,萧山新城区,120.28220946071819,30.193026399253185
"
和乐苑
",58718,0,拱墅,武林,120.16687799256424,30.26959054873627
"
外东山弄
",58689,53,西湖,黄龙,120.13469053834456,30.263430192472697
"
曙光路三弄
",58685,5,西湖,黄龙,120.13845470792302,30.26332429197447
"
莫干山路605号
",58675,0,西湖,文教,120.14920248419716,30.29770609973452
"
上尚庭
",58660,39,拱墅,申花,120.11885817322285,30.306336285718743
"
四宜亭50号
",58574,0,上城,清波,120.16865555950739,30.2401044217094
"
文二路64号
",58527,3,西湖,文教,120.1488145060474,30.28979777422642
"
绿城九龙仓桂语江南
",58500,37,萧山,萧山新城区,120.27280501050367,30.128144141457938
"
曙光路17号
",58475,1,西湖,黄龙,120.15284699948168,30.27290306334431
"
教工路138号
",58418,6,西湖,文教,120.14253436239659,30.286923447428205
"
武林巷5-20号
",58390,8,西湖,文三,120.15333019801551,30.280777288751775
"
石灰桥新村
",58381,40,西湖,文教,120.15161290737208,30.291263127361315
"
荣安望江南
",58346,24,滨江,滨江区政府,120.21753155383033,30.207647014840372
"
汇港城
",58260,48,上城,七堡,120.24984000980218,30.305866023024162
"
九龙仓天御
",58228,7,拱墅,三塘,120.1730630954921,30.319831378352713
"
莱德绅华府
",58085,32,拱墅,申花,120.12097035896846,30.30594210081664
"
平如里
",58080,1,上城,鼓楼,120.17789651811908,30.24369070198792
"
马塍路7-1号
",58063,0,西湖,文三,120.15619920615326,30.281206739579165
"
蔚蓝公寓
",58030,29,上城,景芳,120.21222409538572,30.269836957984786
"
文一路95号
",57997,3,西湖,文教,120.148993448505,30.294630174982892
"
瑞琪公寓
",57984,1,西湖,文教,120.1528394537154,30.29066368864991
"
保俶北路82号
",57980,7,西湖,文教,120.14683212544797,30.290678813043186
"
九龙仓珑玺
",57927,43,拱墅,申花,120.12235150369006,30.317565400813333
"
蔡官巷
",57911,0,上城,清波,120.16742721655304,30.24422218218931
"
香港兴业耦园
",57853,43,余杭,西溪,120.04947503190428,30.273737782683025
"
铂瑞悦府
",57775,65,上城,城东新城,120.22748702464466,30.30406102872558
"
运新花苑二区
",57739,8,上城,景芳,120.23262470334787,30.27878992341042
"
中企艮山府东区
",57731,74,上城,景芳,120.22426570108587,30.28628320660235
"
北辰国颂府
",57723,10,萧山,萧山市区,120.26243730729081,30.184459127913886
"
浙大新村
",57692,5,西湖,黄龙,120.13305481384144,30.266893418309376
"
教工路131号
",57661,7,西湖,文教,120.14146115680383,30.29030639366385
"
天目山路22号
",57659,3,西湖,文三,120.13162129790862,30.246016042927103
"
崔家巷
",57586,6,上城,湖滨,120.17296293442773,30.25833241088437
"
花语天境府
",57536,13,上城,城东新城,120.23195843015112,30.301778312964835
"
江韵园
",57528,3,上城,近江,120.20973560946199,30.23491695922769
"
政新花园
",57512,13,西湖,文一西路,120.10538296175933,30.297701032650178
"
阳光城拱宸府
",57496,3,拱墅,拱宸桥,120.15011471344253,30.324241987597127
"
文一路60号
",57429,1,西湖,文教,120.14974928276108,30.295037112862246
"
混堂巷13号
",57407,5,西湖,文三,120.1582222799923,30.280516872837374
"
天目山路
",57361,19,西湖,黄龙,120.13922617269499,30.275740767949983
"
向阳新村
",57343,4,上城,湖滨,120.1743431808438,30.26351168430921
"
沈塘新村
",57307,17,西湖,文三,120.15497346828491,30.285263739898767
"
中山南路227号
",57178,3,上城,鼓楼,120.17698608548473,30.236639695771892
"
绿城西溪融庄
",57093,35,余杭,西溪,120.04823914318365,30.276554176525227
"
文一路54号
",57082,7,西湖,文教,120.15109952577313,30.295317057068285
"
邮电新村
",57067,26,西湖,文三,120.15515986667823,30.286582277245508
"
伊萨卡国际城排屋
",57047,16,钱塘,沿江北,120.39234692641344,30.295121930351034
"
学院路222号
",57034,3,西湖,文教,120.13584953211354,30.292076561879824
"
由义弄
",57014,1,上城,清波,120.17528002366015,30.246774869056114
"
凤起里
",57012,1,拱墅,武林,120.16889855114783,30.27011486943821
"
凯德湖墅
",56911,46,拱墅,和睦,120.14385846471829,30.310685386624247
"
耶稣堂弄
",56851,2,拱墅,天水,120.172690388536,30.274712847431097
"
建工新村
",56824,10,西湖,文教,120.15457399182462,30.288395002981613
"
中山中路191号
",56818,1,上城,清波,120.17722063305337,30.249537292470137
"
耀江文萃苑
",56803,38,西湖,文教,120.13786398221966,30.293381130096982
"
郡枫华庭
",56764,16,西湖,文教,120.1465913795713,30.29631240770813
"
东原印未来
",56713,73,余杭,未来科技城,120.00165041435022,30.275127822039025
"
滨江御江南
",56711,26,萧山,萧山市区,120.25908887350236,30.18179101335857
"
宝石山下二弄
",56672,2,西湖,黄龙,120.15063995267423,30.26722311665349
"
祥生云溪新语
",56650,46,西湖,之江,120.10293220466701,30.169263651101815
"
保俶北路90号
",56533,3,西湖,文教,120.14855956694366,30.29364478577292
"
云龙十一景
",56513,14,拱墅,潮鸣,120.18798664492937,30.265245689625782
"
跑马场巷
",56497,1,西湖,黄龙,120.14512049412927,30.2744797060903
"
文一路57号
",56467,3,西湖,文教,120.15005219137905,30.2945627416255
"
融信孔雀蓝轩
",56459,109,拱墅,申花,120.11272382455633,30.32215700156709
"
瑞祺大厦
",56457,14,西湖,文教,120.153401523473,30.290838554558228
"
之江花园
",56417,11,滨江,彩虹城,120.15759966444332,30.195897336307066
"
星洲花园万黛兰居
",56412,31,西湖,文一西路,120.10313603018722,30.295477024823622
"
太平巷33-34号
",56359,5,上城,雄镇楼,120.18138975875573,30.225680278014075
"
华立江南水乡
",56316,34,余杭,翡翠城,120.03311221737893,30.25651358711302
"
新城金玺钰府
",56286,10,拱墅,申花,120.11223891924203,30.324394503972513
"
保利香槟国际
",56286,28,拱墅,申花,120.11680832987963,30.31482922902486
"
文溪鼎园
",56278,27,西湖,文一西路,120.11195487503979,30.29528135272825
"
海尚观邸
",56152,44,上城,城东新城,120.2367013035827,30.3050885606891
"
岳王路41号
",56148,4,上城,湖滨,120.17608634268592,30.2626689228494
"
文亭公寓
",56098,2,西湖,文教,120.14028752065504,30.296114320647415
"
保俶小区
",56082,2,西湖,黄龙,120.15325716577755,30.272317702871444
"
保亿湖风雅园
",56063,64,萧山,闻堰,120.217132885845,30.116340370893795
"
环城西路50号
",56049,1,拱墅,武林,120.16359270965314,30.27130752474699
"
马塍路13号
",56008,10,西湖,文三,120.11785377783215,30.251886125202528
"
东润枫华
",55996,33,上城,景芳,120.22281466819561,30.278910465461426
"
万科中央公园
",55988,67,上城,城东新城,120.2346932314457,30.301448498036343
"
保俶北路101号
",55903,4,西湖,文教,120.14806666671035,30.29419595011571
"
海潮雅园三园
",55874,12,上城,望江,120.18562176584378,30.237715054819777
"
凯旋路36号
",55815,1,上城,四季青,120.19528968906437,30.25314529644296
"
钱江四苑东区
",55782,15,上城,钱江新城,120.22071398076052,30.265788047323607
"
武林巷28号
",55734,3,西湖,文三,120.15930536694567,30.28313066845583
"
华润绿城杭樾润府
",55708,68,拱墅,和睦,120.12472294040585,30.321568742626013
"
滨江铂金海岸
",55699,30,上城,九堡,120.29029726454672,30.30240317315514
"
佳源西溪印象
",55668,9,余杭,西溪,120.0391546693918,30.28014589590704
"
钱塘帝景
",55661,70,滨江,彩虹城,120.17584496799539,30.198384102373687
"
紫庭花园
",55594,21,拱墅,和平,120.18086703477947,30.28909003722921
"
荣安春熙上和湾
",55593,20,拱墅,三塘,120.17160227107178,30.310149826994007
"
金庆公寓
",55553,3,拱墅,长庆,120.18556705903822,30.264977277982187
"
学院路176-178号大院
",55532,0,西湖,文教,120.13592184570709,30.28990660840733
"
文一路109号
",55521,6,西湖,文教,120.14745689693017,30.294694645906212
"
滨江金色蓝庭
",55507,44,西湖,嘉绿,120.1231334786365,30.294816805325503
"
寰宇天下C区
",55499,72,滨江,滨江区政府,120.22050853829039,30.22172283634917
"
春来枫华公寓
",55485,19,拱墅,三塘,120.19209091297388,30.32215489730856
"
保俶北路45号
",55458,2,西湖,文教,120.14550236380155,30.28632803607182
"
海潮雅园二园
",55454,20,上城,望江,120.18618778814563,30.23973040448586
"
紫玉名府
",55420,5,上城,华家池,120.19754784945536,30.27563113816767
"
南肖埠御景苑
",55419,6,上城,南肖埠,120.20436086793468,30.26455087469557
"
径山园
",55396,8,余杭,未来科技城,120.02428798269331,30.286655719374178
"
马塍路20号
",55326,2,西湖,文三,120.15425527302969,30.28350498654904
"
佑圣观路44号
",55296,0,上城,城站,120.18126803835914,30.246241062907448
"
绿城七里香溪别墅园
",55286,33,富阳,银湖科技城,120.00021447299251,30.15481481061266
"
花园北村
",55280,6,西湖,文教,120.13887547422391,30.290146807195832
"
紫金西苑
",55215,2,西湖,西溪,120.10813375289199,30.284475353293725
"
万科西庐二期
",55182,25,西湖,西溪,120.10291280126799,30.313210216999007
"
教工路106号
",55153,4,西湖,文教,120.14262572006695,30.28476483974373
"
星洲花园格兰馨庐
",55124,16,西湖,文一西路,120.10373861352332,30.297635862126477
"
运新花苑一区
",55087,11,上城,景芳,120.23056363118577,30.277979106594913
"
星洲花园花柏美舍
",55019,24,西湖,文一西路,120.10058699847211,30.29743801163219
"
荣安春月杭宁府
",55005,13,拱墅,申花,120.11939814466491,30.32598558538649
"
南肖埠庆和苑
",54900,11,上城,南肖埠,120.20026450497863,30.26473654907058
"
弥陀寺路
",54881,4,西湖,黄龙,120.13922617269499,30.275740767949983
"
比胜庙巷11号
",54860,0,上城,湖滨,120.17521184227195,30.252458272173524
"
天目山路101号
",54828,4,西湖,黄龙,120.151029727435,30.277243603576675
"
凯旋路34号
",54822,0,上城,四季青,120.1957727079371,30.253043206300585
"
中山御庭
",54803,3,上城,鼓楼,120.17943441715215,30.23748946909599
"
曙光路139号
",54800,0,西湖,黄龙,120.13795138734578,30.2605902567775
"
欣盛东方郡东区
",54728,81,滨江,滨江区政府,120.22243046292898,30.20390732564679
"
半岛国际
",54719,67,滨江,长河,120.20082738321119,30.20708911759761
"
云悦湾
",54696,113,上城,七堡,120.24631901152529,30.304037020110858
"
开元路63、65、67、69号
",54685,1,上城,湖滨,120.17296293442773,30.25833241088437
"
定安苑
",54679,22,上城,清波,120.17338765327285,30.249830626686272
"
融信孔雀蓝郡
",54647,44,拱墅,申花,120.11318178070532,30.32547824398138
"
景江城市花园
",54620,29,上城,近江,120.21353517227755,30.23867870246932
"
光复路146-186号
",54516,15,上城,湖滨,120.17757240949108,30.25701949524527
"
桃花河新村
",54444,10,拱墅,武林,120.16145833576144,30.275214840164953
"
中海钱塘山水
",54416,71,滨江,浦沿,120.1391128963702,30.181308597093345
"
银泰海威国际
",54399,35,滨江,长河,120.20247586365254,30.211902222179603
"
云翠金澜府
",54394,7,上城,七堡,120.25095067473472,30.29740628379674
"
西溪路24号
",54362,0,西湖,黄龙,120.15304911822143,30.274312997992585
"
绿城九龙仓钱塘明月
",54359,39,萧山,萧山新城区,120.27918504572719,30.192533581283257
"
高教新村
",54339,32,西湖,文一西路,120.10257988924599,30.293852310819155
"
嘉璟华庭
",54301,1,拱墅,湖墅,120.16344574687172,30.281264436168748
"
孝子坊
",54290,0,上城,清波,120.16571396828441,30.244294096369828
