小区名称,均价,在售套数,所在区,所在街道
滨江湖映里,暂无数据,0,钱塘区,大江东
英冠天地,暂无数据,2,钱塘区,大江东
商贸公寓,暂无数据,0,钱塘区,大江东
迎宾路12号,暂无数据,0,钱塘区,大江东
镇南公寓,暂无数据,0,钱塘区,大江东
绿城财通中心,暂无数据,24,钱塘区,金沙湖
中豪七格,暂无数据,20,钱塘区,工业园南
金沙湖1号,暂无数据,49,钱塘区,金沙湖
宝龙城市广场,暂无数据,77,钱塘区,高教园区东
东方铭楼,暂无数据,32,钱塘区,金沙湖
东哲钱塘滙,暂无数据,2,钱塘区,大江东
西子阳光星城,暂无数据,1,钱塘区,高教园区西
保利湾天地,暂无数据,43,钱塘区,沿江南
四季广场,暂无数据,23,钱塘区,金沙湖
小区名称,均价,在售套数,所在区,所在街道
唐郡,62157,1,桐庐,桐庐
云山九里,40492,14,桐庐,桐庐
建发天悦云庐,35264,5,桐庐,桐庐
大奇山庄,32130,2,桐庐,桐庐
富春望,31060,11,桐庐,桐庐
大奇庄园,30891,3,桐庐,桐庐
富春峰景,29044,39,桐庐,桐庐
智和苑,25939,4,桐庐,桐庐
江南壹号院,25669,6,桐庐,桐庐
天阳云栖梅林,25607,48,桐庐,桐庐
颐居养生小镇,24255,9,桐庐,桐庐
大奇山郡,24036,19,桐庐,桐庐
紫阳园,23577,6,桐庐,桐庐
一品江山,23193,33,桐庐,桐庐
嘉品美寓,21839,8,桐庐,桐庐
江城墅园,21659,9,桐庐,桐庐
揽景园,21207,3,桐庐,桐庐
碧桂园十里春风,20847,38,桐庐,桐庐
华鸿中南壹号院,20361,29,桐庐,桐庐
天悦,20028,67,桐庐,桐庐
凯全紫郡花苑,19735,19,桐庐,桐庐
圆尊府,19688,14,桐庐,桐庐
山水圣邸,19559,21,桐庐,桐庐
上尚府,19490,29,桐庐,桐庐
桐城府,19306,21,桐庐,桐庐
金地风华东方,19193,18,桐庐,桐庐
红楼国际花园,19169,4,桐庐,桐庐
宋都如意云庐,19053,12,桐庐,桐庐
大奇山居南香苑,18940,4,桐庐,桐庐
滨江1号公馆,18872,19,桐庐,桐庐
瑶琳路796号,18534,1,桐庐,桐庐
大奇山居层林园,17782,5,桐庐,桐庐
中通蓝城,17748,6,桐庐,桐庐
鑫龙御溪名都,17746,15,桐庐,桐庐
桐韵家园,17494,4,桐庐,桐庐
美伦美郡,17307,44,桐庐,桐庐
上林阳光,17192,1,桐庐,桐庐
德信赋富春云庄,17133,19,桐庐,桐庐
江南人家,17107,4,桐庐,桐庐
奥城望,17012,26,桐庐,桐庐
富春居,16951,1,桐庐,桐庐
美丽春天府,16864,32,桐庐,桐庐
励骏置地广场,16631,5,桐庐,桐庐
中通家园,16528,11,桐庐,桐庐
天阳众安·云栖奇岭,16330,5,桐庐,桐庐
水岸华庭,16271,12,桐庐,桐庐
大奇山居大奇园,16144,3,桐庐,桐庐
桐庐恒大观澜府,16082,45,桐庐,桐庐
咏宸府,15993,4,桐庐,桐庐
绿城桂花园,15773,57,桐庐,桐庐
金色春江,15565,29,桐庐,桐庐
励骏花园,15555,22,桐庐,桐庐
蓝色春江,15465,14,桐庐,桐庐
云都凤凰城,15397,40,桐庐,桐庐
浙富亲亲园,15088,26,桐庐,桐庐
桐庐碧桂园,15021,40,桐庐,桐庐
熙园,15019,0,桐庐,桐庐
新天地单身公寓,14864,15,桐庐,桐庐
丰汇公寓,14520,0,桐庐,桐庐
金马高悦府,14476,57,桐庐,桐庐
尚洋雅苑,14223,20,桐庐,桐庐
美凯国际寓所,14218,40,桐庐,桐庐
金久城市花园,14140,31,桐庐,桐庐
家和园,14101,10,桐庐,桐庐
东兴家园,14090,4,桐庐,桐庐
兴丰白云公寓,13888,1,桐庐,桐庐
海陆世贸寓所,13796,21,桐庐,桐庐
富春花园,13773,6,桐庐,桐庐
新天地花园,13707,36,桐庐,桐庐
香樟花园,13704,11,桐庐,桐庐
大奇山花苑,13598,3,桐庐,桐庐
阳光华庭东区,13544,22,桐庐,桐庐
上林春天,13537,19,桐庐,桐庐
大庄苑,13406,15,桐庐,桐庐
金鼎学府,13295,3,桐庐,桐庐
下轮公寓,13292,13,桐庐,桐庐
滨江大联小区,13276,11,桐庐,桐庐
中迪三水花园,13189,10,桐庐,桐庐
聆江景园,13114,30,桐庐,桐庐
荇塘新村,13091,14,桐庐,桐庐
佳思苑,13089,1,桐庐,桐庐
金湖小区,13035,3,桐庐,桐庐
桐君苑,12976,4,桐庐,桐庐
飘鹰富春江花苑,12976,68,桐庐,桐庐
玉兰花园,12963,13,桐庐,桐庐
阳光景园,12938,2,桐庐,桐庐
芝溪垅小区,12899,13,桐庐,桐庐
瑶琳嘉苑,12865,4,桐庐,桐庐
滨江中杭小区,12863,5,桐庐,桐庐
滨江上杭小区,12841,9,桐庐,桐庐
滩头·富春景苑,12840,16,桐庐,桐庐
红楼之星,12609,18,桐庐,桐庐
绿都文昌苑,12496,8,桐庐,桐庐
金竹新城,12479,15,桐庐,桐庐
鑫龙桂花苑,12339,5,桐庐,桐庐
世纪花城,12327,84,桐庐,桐庐
林家新区,12316,0,桐庐,桐庐
家景星城,12153,58,桐庐,桐庐
中侨公寓,12152,3,桐庐,桐庐
建行宿舍小区,12094,1,桐庐,桐庐
申基金色蓝庭,11980,20,桐庐,桐庐
广业影城嘉园,11779,19,桐庐,桐庐
春江花园,11778,18,桐庐,桐庐
同方春江燕语,11773,25,桐庐,桐庐
工商小区,11703,1,桐庐,桐庐
悦城·春江美庐,11598,39,桐庐,桐庐
金都花园,11595,2,桐庐,桐庐
城中小区,11579,6,桐庐,桐庐
子陵新村,11569,3,桐庐,桐庐
美庐新城,11545,25,桐庐,桐庐
迎春小区,11534,2,桐庐,桐庐
时代广场(桐庐),11484,1,桐庐,桐庐
瑶琳小区,11459,3,桐庐,桐庐
桐庐金色港湾度假村,11400,8,桐庐,桐庐
龙潭小区,11398,12,桐庐,桐庐
富春华庭,11396,3,桐庐,桐庐
江山御墅,11378,11,桐庐,桐庐
迎春社区,11375,2,桐庐,桐庐
洋塘路166号,11293,6,桐庐,桐庐
城中路,11265,2,桐庐,桐庐
品庐东岸,11241,30,桐庐,桐庐
米兰商厦,11229,2,桐庐,桐庐
江南苑,11211,6,桐庐,桐庐
春江景苑龙祥园,11205,7,桐庐,桐庐
春江景苑龙腾园,11179,49,桐庐,桐庐
秀水公寓,11178,8,桐庐,桐庐
锦江公寓,11149,5,桐庐,桐庐
富春楼,11007,0,桐庐,桐庐
三联家和苑,11007,1,桐庐,桐庐
石马小区,10994,25,桐庐,桐庐
格林花园,10977,13,桐庐,桐庐
乔林新城,10961,12,桐庐,桐庐
富欧罗兰公寓,10939,18,桐庐,桐庐
体育场路,10912,0,桐庐,桐庐
富春路,10891,11,桐庐,桐庐
春江路668号,10891,1,桐庐,桐庐
梅溪公寓,10885,2,桐庐,桐庐
嘉南公寓,10834,6,桐庐,桐庐
梅苑,10748,24,桐庐,桐庐
永泰公寓,10745,0,桐庐,桐庐
城东弄,10735,1,桐庐,桐庐
南洋新村,10712,6,桐庐,桐庐
滨江柴埠小区一区,10674,9,桐庐,桐庐
滨江花园,10661,37,桐庐,桐庐
南苑新居,10648,0,桐庐,桐庐
东门首府,10646,3,桐庐,桐庐
迎春路43号弄,10620,3,桐庐,桐庐
金马新苑,10605,4,桐庐,桐庐
盛泰广宇公寓,10597,3,桐庐,桐庐
国贸公寓,10502,3,桐庐,桐庐
文苑,10451,3,桐庐,桐庐
迎春路19号,10432,0,桐庐,桐庐
梧桐望江花园,10417,2,桐庐,桐庐
城市蓝湾,10373,3,桐庐,桐庐
阳光公寓,10356,4,桐庐,桐庐
春江山居,10342,45,桐庐,桐庐
开元街,10332,19,桐庐,桐庐
迎春公寓,10316,7,桐庐,桐庐
桐江花园,10273,9,桐庐,桐庐
迎春路92号,10205,2,桐庐,桐庐
梧桐公寓,10188,11,桐庐,桐庐
绿尚春江城堡,10179,4,桐庐,桐庐
江南新村,10177,4,桐庐,桐庐
金龙花园,10159,35,桐庐,桐庐
三和公寓,10085,2,桐庐,桐庐
金琳公寓,10044,1,桐庐,桐庐
国贸路,10028,4,桐庐,桐庐
文辉商住楼,9983,2,桐庐,桐庐
山水半岛,9889,21,桐庐,桐庐
桐君路99号,9776,1,桐庐,桐庐
春江路,9695,8,桐庐,桐庐
大奇山路358号,9669,1,桐庐,桐庐
滨江柴埠小区二区,9551,8,桐庐,桐庐
三清绣苑,9521,8,桐庐,桐庐
学田路,9507,3,桐庐,桐庐
富电花苑,9445,4,桐庐,桐庐
康乐区,9429,38,桐庐,桐庐
山水公寓,9423,6,桐庐,桐庐
临江公寓,9419,5,桐庐,桐庐
南都商居,9300,2,桐庐,桐庐
惠民小区,9185,1,桐庐,桐庐
迎春路,9070,9,桐庐,桐庐
学田路90号,9046,2,桐庐,桐庐
萧宏普罗旺斯,9018,48,桐庐,桐庐
瑶琳路,8986,0,桐庐,桐庐
华光公寓,8970,1,桐庐,桐庐
鑫龙公寓,8908,6,桐庐,桐庐
江南小区,8788,4,桐庐,桐庐
君奇商住楼,8776,2,桐庐,桐庐
陆家塆,8703,8,桐庐,桐庐
浮桥埠小区,8666,13,桐庐,桐庐
塔坞路26号,8628,2,桐庐,桐庐
荣正财富广场,8626,4,桐庐,桐庐
小岭路105号,8602,1,桐庐,桐庐
富春路414号,8594,1,桐庐,桐庐
圆通公寓,8537,4,桐庐,桐庐
春江路1038号,8523,2,桐庐,桐庐
供电小区,8513,2,桐庐,桐庐
君政弄1号,8508,1,桐庐,桐庐
浅山明月府,8461,18,桐庐,桐庐
桐君路,8446,9,桐庐,桐庐
鑫龙综合楼,8441,2,桐庐,桐庐
桐庐县凤川街道谷井路16号,8441,0,桐庐,桐庐
春江路932号,8422,3,桐庐,桐庐
迎春街20号,8385,0,桐庐,桐庐
柯家塆山庄,8336,2,桐庐,桐庐
移民小区,8293,2,桐庐,桐庐
宇洋观山樾,8276,2,桐庐,桐庐
桐君广场,8225,6,桐庐,桐庐
新世纪商住楼,8184,2,桐庐,桐庐
富春路553号,8168,1,桐庐,桐庐
大洋豪庭,8150,0,桐庐,桐庐
迎宾路,8108,10,桐庐,桐庐
迎宾路39号,8095,1,桐庐,桐庐
塔坞山10号,8088,1,桐庐,桐庐
悦城·燕庐,8088,57,桐庐,桐庐
鑫鑫小区,8033,17,桐庐,桐庐
中杭路135号,8019,2,桐庐,桐庐
广场路,8007,4,桐庐,桐庐
对门山,7999,2,桐庐,桐庐
江南名都,7969,9,桐庐,桐庐
江城小楼,7937,1,桐庐,桐庐
洋塘小区,7886,16,桐庐,桐庐
塔坞路24号,7859,1,桐庐,桐庐
玉翰江南金座,7807,13,桐庐,桐庐
公园山路,7798,12,桐庐,桐庐
小岭路,7770,15,桐庐,桐庐
交通小区,7757,2,桐庐,桐庐
大洋文景公寓,7748,0,桐庐,桐庐
杨梅山一弄,7662,10,桐庐,桐庐
柯家塆小区,7638,9,桐庐,桐庐
塔坞路41号,7611,3,桐庐,桐庐
对门山四弄16号,7594,4,桐庐,桐庐
圆通路,7474,10,桐庐,桐庐
小岭路170号,7429,0,桐庐,桐庐
汇金江南府,7420,35,桐庐,桐庐
清江花苑,7403,0,桐庐,桐庐
水岸瑶琳,7359,17,桐庐,桐庐
安居苑,7304,3,桐庐,桐庐
弘涵望江月,7222,0,桐庐,桐庐
江南名苑,7216,20,桐庐,桐庐
江南绿园,7153,19,桐庐,桐庐
窄溪新苑B区,7068,5,桐庐,桐庐
金色华庭,7067,0,桐庐,桐庐
圆通路21号,6930,2,桐庐,桐庐
君豪御园,6901,92,桐庐,桐庐
劳动路,6877,3,桐庐,桐庐
美庐花园,6859,13,桐庐,桐庐
广电小区,6780,3,桐庐,桐庐
悦江府,6778,21,桐庐,桐庐
城东家苑,6748,1,桐庐,桐庐
中兴近江家园,6641,5,桐庐,桐庐
丽景聚龙湾,6585,1,桐庐,桐庐
迎春路15-1号,6544,1,桐庐,桐庐
恒辉金色桃园,6468,6,桐庐,桐庐
金色富都,6439,5,桐庐,桐庐
妙笔文苑,6432,1,桐庐,桐庐
窄溪新苑A区,6406,7,桐庐,桐庐
富春路563号,6404,1,桐庐,桐庐
富安嘉苑,6364,0,桐庐,桐庐
富润家园,6340,6,桐庐,桐庐
陈庄新苑北区,6331,3,桐庐,桐庐
垂云路,6322,0,桐庐,桐庐
中大锦绣年华,6301,1,桐庐,桐庐
塔坞路,6289,1,桐庐,桐庐
锦绣江南,6247,3,桐庐,桐庐
中大景秀广场,6152,1,桐庐,桐庐
宇洋花苑,6093,6,桐庐,桐庐
洋塘路67号,6093,1,桐庐,桐庐
云溪别院,6028,2,桐庐,桐庐
江南嘉园,5993,15,桐庐,桐庐
建设小区,5982,1,桐庐,桐庐
陈庄新苑南区,5966,2,桐庐,桐庐
钓台家苑,5930,0,桐庐,桐庐
桐庐祥和人家,5905,8,桐庐,桐庐
家兴景苑,5806,1,桐庐,桐庐
中兴景秀公寓,5767,0,桐庐,桐庐
圆通路17号,5655,1,桐庐,桐庐
景秀嘉苑,5539,3,桐庐,桐庐
怡景嘉苑,5094,3,桐庐,桐庐
临嘉公寓,4944,2,桐庐,桐庐
春江左岸,4826,3,桐庐,桐庐
中大公寓,4771,0,桐庐,桐庐
金水湾茗苑,4720,4,桐庐,桐庐
广晟祥和家园,4623,0,桐庐,桐庐
徐家埠公寓,4448,2,桐庐,桐庐
锦华路359号,3903,0,桐庐,桐庐
黄坡岭,3802,1,桐庐,桐庐
毓秀公馆,暂无数据,0,桐庐,桐庐
中冠名城,暂无数据,0,桐庐,桐庐
国际金都,暂无数据,0,桐庐,桐庐
莪山大院,暂无数据,2,桐庐,桐庐
清水湾,暂无数据,0,桐庐,桐庐
桐庐海陆世贸大厦,暂无数据,11,桐庐,桐庐
陆家湾48号,暂无数据,0,桐庐,桐庐
富春路480-201号,暂无数据,0,桐庐,桐庐
富春路20号,暂无数据,0,桐庐,桐庐
洋塘路55号,暂无数据,0,桐庐,桐庐
绿洲云溪楼,暂无数据,3,桐庐,桐庐
浙富大厦,暂无数据,1,桐庐,桐庐
汇丰大厦,暂无数据,1,桐庐,桐庐
大洋坪,暂无数据,0,桐庐,桐庐
慧园,暂无数据,4,桐庐,桐庐
三元公寓,暂无数据,0,桐庐,桐庐
锦华嘉苑,暂无数据,0,桐庐,桐庐
锦华公寓,暂无数据,0,桐庐,桐庐
文景公寓东区,暂无数据,0,桐庐,桐庐
学田路29号,暂无数据,0,桐庐,桐庐
中大公寓南区,暂无数据,0,桐庐,桐庐
洋塘路198号,暂无数据,0,桐庐,桐庐
之江明月,暂无数据,0,桐庐,桐庐
兴洋路79号,暂无数据,0,桐庐,桐庐
富春江芦茨壹号度假公寓,暂无数据,0,桐庐,桐庐
潇洒铭寓,暂无数据,6,桐庐,桐庐
丽锦公寓,暂无数据,0,桐庐,桐庐
迎春路15号,暂无数据,0,桐庐,桐庐
学田路53号,暂无数据,0,桐庐,桐庐
力雅广场,暂无数据,14,桐庐,桐庐
富春路480-201号,暂无数据,0,桐庐,桐庐
春江路1040号,暂无数据,0,桐庐,桐庐
绿洲云溪楼,暂无数据,3,桐庐,桐庐
梧桐凤栖商务楼,暂无数据,0,桐庐,桐庐
东门雅苑东区,暂无数据,0,桐庐,桐庐
新青年广场,暂无数据,3,桐庐,桐庐
陆家湾48号,暂无数据,0,桐庐,桐庐
洋塘路55号,暂无数据,0,桐庐,桐庐
富春路20号,暂无数据,0,桐庐,桐庐
体育场路47号,暂无数据,0,桐庐,桐庐
东方君兰中心,暂无数据,11,桐庐,桐庐
大洋坪,暂无数据,0,桐庐,桐庐
文景公寓东区,暂无数据,0,桐庐,桐庐
学田路29号,暂无数据,0,桐庐,桐庐
龙潭渡·云湖湾,暂无数据,0,桐庐,桐庐
之江明月,暂无数据,0,桐庐,桐庐
华光大厦,暂无数据,0,桐庐,桐庐
迎春路64号,暂无数据,0,桐庐,桐庐
建达商厦,暂无数据,1,桐庐,桐庐
富春江芦茨壹号度假公寓,暂无数据,0,桐庐,桐庐
浙富大厦,暂无数据,1,桐庐,桐庐
汇丰大厦,暂无数据,1,桐庐,桐庐
学田路53号,暂无数据,0,桐庐,桐庐
小岭路78号,暂无数据,0,桐庐,桐庐
力雅广场,暂无数据,14,桐庐,桐庐
绿城玫瑰园,暂无数据,1,桐庐,桐庐
富春路507号,暂无数据,0,桐庐,桐庐
桐庐之心,暂无数据,11,桐庐,桐庐
玲珑郡,暂无数据,27,桐庐,桐庐
桐庐光典大厦,暂无数据,4,桐庐,桐庐
中房大厦,暂无数据,29,桐庐,桐庐
小区名称,均价,在售套数,所在区,所在街道
德信大家运河云庄南区,103250,5,余杭,万达广场
郡西别墅,101741,4,余杭,良渚
溪上玫瑰园,88309,13,余杭,翡翠城
绿城桃源小镇观翠苑,87046,10,余杭,小和山
西溪玫瑰,79015,30,余杭,西溪
晓月澄庐,76851,15,余杭,未来科技城
大华西溪风情,74609,116,余杭,西溪
十里风荷,74188,37,余杭,中泰
华门清水湾,73204,5,余杭,中泰
湖境云庐,72570,42,余杭,未来科技城
郡西云台,72297,15,余杭,良渚
泰禾杭州院子,72260,72,余杭,西溪
富力西溪悦墅,71220,27,余杭,未来科技城
镜栖绿汀里,70443,22,余杭,未来科技城
青枫墅园二期-鹭语阁排屋,63346,24,余杭,未来科技城
白云深处,62509,45,余杭,未来科技城
众安溪园,60996,15,余杭,闲林
绿城桃花源,60281,52,余杭,中泰
香港兴业耦园,58177,43,余杭,西溪
香格里拉别墅,57819,55,余杭,瓶窑
绿城西溪融庄,56882,37,余杭,西溪
东原印未来,56561,74,余杭,未来科技城
华立江南水乡,56048,35,余杭,翡翠城
径山园,55934,8,余杭,未来科技城
佳源西溪印象,54865,9,余杭,西溪
西溪名园,54743,10,余杭,西溪
溪望尚庭,53948,74,余杭,未来科技城
万科天空之城,53066,118,余杭,未来科技城
新明半岛涵碧园,51784,7,余杭,中泰
景瑞原墅,51019,16,余杭,未来科技城
绿城交投汀岸晓庐,50776,35,余杭,未来科技城
映月台,50737,138,余杭,未来科技城
风昀铭苑,50454,50,余杭,未来科技城
西溪山庄麓云苑,49857,36,余杭,小和山
观璟庭,49633,48,余杭,未来科技城
大华西溪风情澄品,49560,70,余杭,西溪
中交悦西溪,49289,24,余杭,西溪
万科星空,49232,28,余杭,未来科技城
滨江西溪之星,48882,73,余杭,西溪
紫樾府,48713,76,余杭,未来科技城
荀庄,48384,36,余杭,瓶窑
香洲里,48173,22,余杭,西溪
新城西溪逸境,47949,38,余杭,未来科技城
阳光城未来悦MAX,47911,117,余杭,未来科技城
华夏四季,47772,148,余杭,未来科技城
众安蒲荷芸邸,47418,57,余杭,未来科技城
翡翠城三期,46697,137,余杭,翡翠城
德信大家运河云庄北区,45949,39,余杭,勾庄
绿城和庐,45845,54,余杭,小和山
云山秀水,45755,12,余杭,小和山
竹径云山,44909,19,余杭,良渚
杭珹未来中心,44676,70,余杭,闲林
朗诗美丽洲,44561,7,余杭,良渚
时代天元城,44278,78,余杭,未来科技城
枫翠云轩,44093,43,余杭,未来科技城
富力十号一期,43717,69,余杭,未来科技城
昆仑府,43485,35,余杭,西溪
枫岭云湾,43474,15,余杭,未来科技城
新湖菲林,43233,126,余杭,未来科技城
北大资源未名府,43210,104,余杭,未来科技城
瑞城花园,43145,20,余杭,未来科技城
融创溪涧堂,42849,30,余杭,翡翠城
竹径云山二期,42840,26,余杭,良渚
百家乐西园,42224,71,余杭,西溪
香悦四季轩,42005,45,余杭,未来科技城
富力十号院,41974,45,余杭,未来科技城
西溪盛悦居,41854,72,余杭,未来科技城
杭与城,41577,206,余杭,未来科技城
万科良渚文化村堂前,41549,7,余杭,良渚
三盛颐景御园,41549,22,余杭,良渚
欧美金融城,41215,290,余杭,未来科技城
富力西溪悦居,40835,89,余杭,未来科技城
金成汀云上府,40820,39,余杭,未来科技城
良渚文化村阳光天际,40623,50,余杭,良渚
良渚文化村竹径茶语,40602,25,余杭,良渚
绿野御墅,40428,10,余杭,小和山
联发藏珑大境,39987,84,余杭,良渚
山语凤鸣府,39445,60,余杭,老余杭
翡翠城四期,39398,173,余杭,翡翠城
富力新线公园,39264,46,余杭,未来科技城
西溪望庄,38934,28,余杭,西溪
杭州富力中心,38916,140,余杭,未来科技城
烟雨颐和江南府,38757,75,余杭,良渚
乐淘城,38566,26,余杭,未来科技城
诗方轩二期,37785,40,余杭,勾庄
滨江旭辉万家之星,37620,36,余杭,勾庄
海兴雅苑,37425,40,余杭,未来科技城
华元玉榕庄,37377,46,余杭,未来科技城
西溪君庐,37181,26,余杭,西溪
万科杭宸一期,37048,55,余杭,勾庄
滨江万家名城二期,37020,70,余杭,万达广场
华元美林公馆,36999,44,余杭,西溪
城北万象城幸福里,36977,123,余杭,勾庄
远洋西溪公馆,36890,140,余杭,西溪
西溪永乐城,36708,46,余杭,未来科技城
西溪蓝海,36515,59,余杭,未来科技城
融信大发弘阳沁澜,36381,40,余杭,勾庄
绿城燕语海棠轩,36374,70,余杭,万达广场
融信沐水澜轩,35990,41,余杭,良渚
保亿丽景山,35846,114,余杭,未来科技城
春知海棠苑,35819,27,余杭,万达广场
海派风范沁园,35764,32,余杭,老余杭
万科郡西澜山,35713,54,余杭,良渚
嘉桂轩,35644,85,余杭,未来科技城
月映海棠园,35617,57,余杭,万达广场
绿城桃源小镇,35598,586,余杭,闲林
滨江福翠里,35559,48,余杭,勾庄
新明半岛熙园,35425,19,余杭,中泰
世茂璀璨澜庭,35317,52,余杭,勾庄
怡景花城,34935,26,余杭,闲林
中梁御府,34656,24,余杭,闲林
星遇光年府,34444,25,余杭,万达广场
杭语蓝庭,34326,74,余杭,老余杭
青枫墅园,34138,104,余杭,未来科技城
滨江万家名城一期,34095,69,余杭,万达广场
合景天峻,34092,78,余杭,未来科技城
融创金成未来海,34043,178,余杭,未来科技城
中粮康良祥云府,33949,42,余杭,良渚
海派风范茗园,33928,25,余杭,老余杭
协安蓝郡,33637,51,余杭,三墩
璀璨澜宸府,33601,28,余杭,万达广场
绿城翡翠湾,33417,46,余杭,翡翠城
联发亚澜湾,33324,38,余杭,良渚
赞成良著,33139,15,余杭,良渚
翡翠城二期,32887,186,余杭,翡翠城
风雅乐府,32884,84,余杭,万达广场
瑞城温莎郡,32862,123,余杭,未来科技城
合景瑜翠园,32796,37,余杭,未来科技城
月咏新辰轩,32780,57,余杭,老余杭
融创瑷颐湾,32704,108,余杭,万达广场
碧水澜天华庭,32695,137,余杭,良渚
和光尘樾轩,32617,145,余杭,良渚
海德公园,32573,111,余杭,勾庄
佳兆业西溪璞园,32517,130,余杭,闲林
凤玺云著府,32412,60,余杭,老余杭
星创城映月璟园,32363,8,余杭,万达广场
良渚文化村探梅里A,32065,12,余杭,良渚
奥克斯时代未来之城,32047,98,余杭,未来科技城
水木清华,31944,69,余杭,小和山
大华西溪风情新天地,31919,23,余杭,西溪
西房余杭公馆,31906,42,余杭,老余杭
新湖果岭,31717,116,余杭,未来科技城
融创金成江南府,31592,218,余杭,闲林
西溪华东园,31378,74,余杭,翡翠城
万科良渚文化村秋荷坊,31100,35,余杭,良渚
融创金成英特学府,31074,200,余杭,老余杭
赛银国际广场,31064,4,余杭,未来科技城
融创金成西溪海,31057,250,余杭,未来科技城
西溪美岸,31041,9,余杭,未来科技城
万科未来城三期梦溪里,31031,157,余杭,良渚
草荡苑南区,30794,2,余杭,未来科技城
万科未来城二期,30789,152,余杭,良渚
万科北宸之光三期拱宸,30465,74,余杭,万达广场
万科北宸之光二期,30431,96,余杭,万达广场
良渚文化村柳映坊三期,30368,26,余杭,良渚
水乡西溪小筑,30317,17,余杭,西溪
翡翠湾二期紫春庭,30293,10,余杭,翡翠城
良语久园,30258,54,余杭,瓶窑
良渚文化村柳映坊一期,30012,15,余杭,良渚
越秀星汇园,29919,134,余杭,万达广场
浪漫和山,29795,76,余杭,小和山
翡翠城一期,29751,148,余杭,翡翠城
赞成乐山红叶,29723,97,余杭,闲林
白洋港城二期,29705,102,余杭,良渚
爱丁郡,29585,83,余杭,翡翠城
福田假日之约山庄,29581,11,余杭,老余杭
金都雅苑,29511,61,余杭,翡翠城
上实白洋港城一期,29454,97,余杭,良渚
渡梦雅居,29364,8,余杭,未来科技城
溪悦宸府,29361,57,余杭,翡翠城
宸北花苑一期,29300,78,余杭,万达广场
大华海派风景,29237,72,余杭,万达广场
良渚文化村白鹭郡东,29163,61,余杭,良渚
众安绿城南湖明月,29147,205,余杭,老余杭
良渚文化村白鹭郡南,29145,105,余杭,良渚
越秀星汇悦城,29139,59,余杭,良渚
良渚文化村柳映坊二期,29133,21,余杭,良渚
众安白马山庄,28971,110,余杭,小和山
飞鸟客,28626,13,余杭,未来科技城
金成紫辰花园,28593,94,余杭,老余杭
和昌府,28518,71,余杭,良渚
阅君蓝丽轩,28449,1,余杭,闲林
凯喜雅锦河湾,28326,27,余杭,勾庄
东海·闲湖城,28245,269,余杭,闲林
复地上城悦之城,28220,121,余杭,未来科技城
未来城一期,28137,85,余杭,良渚
奥克斯缔逸城,28054,104,余杭,良渚
同城印象北区,28030,64,余杭,老余杭
书韵名邸,27989,114,余杭,良渚
绿城樾鸣春晓园,27635,16,余杭,小和山
泊悦府,27573,43,余杭,老余杭
润和西溪郡,27490,35,余杭,闲林
未珂宸铭府,27362,8,余杭,闲林
蒙卡岸,27324,79,余杭,翡翠城
青枫墅园三期,27084,103,余杭,未来科技城
品霞苑,26567,153,余杭,闲林
草荡苑北区,26514,4,余杭,未来科技城
亲亲家园三期,26448,124,余杭,三墩
金都西花庭,26414,47,余杭,老余杭
良渚文化村白鹭郡北,26335,69,余杭,良渚
溪谷岚湾,26333,226,余杭,良渚
圆乡名筑,26326,33,余杭,老余杭
中新大厦,26225,15,余杭,未来科技城
香格里拉蓝月春晓,26206,83,余杭,良渚
镜鉴未来府,26170,68,余杭,中泰
亿丰蔚蓝郡,26111,52,余杭,良渚
仓溢东苑,25953,11,余杭,未来科技城
北城芳满庭,25879,121,余杭,仁和
西溪八方城,25859,109,余杭,未来科技城
亲亲家园一期,25773,131,余杭,三墩
