小区名称,均价,在售套数,所在区,所在街道
西园凤都苑,25767,30,余杭,老余杭
荆山翠谷,25757,51,余杭,闲林
瑞麒时代金座,25723,6,余杭,勾庄
钱神花苑,25636,5,余杭,未来科技城
浙江油田留下小区,25595,19,余杭,西溪
西溪北苑东区,25556,10,余杭,未来科技城
昆华玉府,25466,162,余杭,良渚
中锐招商星未来,25415,91,余杭,中泰
仓溢景苑,25382,10,余杭,未来科技城
五常机关宿舍,25355,4,余杭,西溪
良渚文化村探梅里B,25346,67,余杭,良渚
德信杭州ONE,25313,18,余杭,勾庄
亲亲家园二期,25107,98,余杭,三墩
金都梧桐苑,24951,18,余杭,翡翠城
世贸湖山帝景湾南苑,24792,113,余杭,老余杭
溪上云峰府,24759,21,余杭,闲林
上亿彩虹郡,24536,44,余杭,勾庄
西溪花城,24116,4,余杭,翡翠城
赞成美树,24006,120,余杭,勾庄
时代天境,23999,32,余杭,闲林
西溪北苑北区,23916,24,余杭,未来科技城
湖山帝景湾,23899,111,余杭,老余杭
缦云坊,23895,167,余杭,良渚
小洋坝家园一区,23839,1,余杭,万达广场
碧景园,23785,32,余杭,老余杭
金辉贤林信步,23766,51,余杭,闲林
五常大道127号,23702,5,余杭,西溪
勾庄佳苑,23668,14,余杭,良渚
绿野春天家园,23638,101,余杭,小和山
铭雅苑西区,23516,23,余杭,三墩
运河锦庭,23480,4,余杭,勾庄
名城博园,23467,120,余杭,勾庄
昌源清苑,23382,7,余杭,未来科技城
海伦堡棠锦,23346,20,余杭,中泰
金岸提香,23316,66,余杭,中泰
仓溢绿苑,23305,16,余杭,未来科技城
南渠社区南渠街,23285,2,余杭,老余杭
望城,23246,53,余杭,良渚
太炎花苑,23189,6,余杭,未来科技城
赞成赞城,23151,72,余杭,勾庄
西溪雅苑,23137,13,余杭,西溪
福鼎家园,23105,12,余杭,未来科技城
恒腾悦湖花苑,23063,40,余杭,老余杭
五迪中心,22951,11,余杭,未来科技城
悦青蓝,22914,29,余杭,闲林
中港罗兰小镇,22904,110,余杭,中泰
玉都枫景,22845,42,余杭,良渚
铭雅苑东区,22791,114,余杭,三墩
石榴派,22754,40,余杭,良渚
西溪水岸花苑,22586,13,余杭,西溪
万科未来之光,22586,83,余杭,良渚
竹海水韵春风里,22473,162,余杭,闲林
运河锦庭三区,22467,4,余杭,勾庄
棠梨家园,22431,1,余杭,闲林
佳源未来府,22326,86,余杭,老余杭
九衡公寓,22299,92,余杭,良渚
瑞和园,22275,29,余杭,良渚
竹海水韵,22245,237,余杭,闲林
径香苑,22203,14,余杭,老余杭
闲林山水丹枫苑,22197,62,余杭,闲林
嘉元广场,22179,8,余杭,老余杭
悦汀蓝玉轩,22063,37,余杭,闲林
西塘花苑,21990,38,余杭,三墩
新明半岛雨荷轩,21983,40,余杭,中泰
逸居城,21958,118,余杭,勾庄
新都公寓,21951,0,余杭,闲林
小洋坝家园三区,21946,4,余杭,万达广场
盛世嘉园,21942,257,余杭,闲林
同城印象花苑西区,21933,30,余杭,老余杭
早安公寓,21917,41,余杭,中泰
梦栖金星雅苑,21881,4,余杭,未来科技城
山西园路,21822,4,余杭,老余杭
西溪北苑西区,21809,15,余杭,未来科技城
西溪庭院,21780,8,余杭,闲林
浙地人家,21697,42,余杭,翡翠城
仓梦合寓,21678,3,余杭,未来科技城
云学君里,21602,117,余杭,未来科技城
良渚文化村七贤郡,21600,121,余杭,良渚
西溪乐天城,21538,11,余杭,翡翠城
昌运里一区,21493,1,余杭,万达广场
西城时代家园,21365,82,余杭,老余杭
同城印象花苑东区,21340,80,余杭,老余杭
南湖丽景,21313,29,余杭,老余杭
碧桂园良樾,21193,13,余杭,瓶窑
紫竹人家,21177,34,余杭,老余杭
溪上俪庭,21163,15,余杭,瓶窑
新明半岛,21141,177,余杭,中泰
泊林漫谷,21087,59,余杭,小和山
浙江省第一地质大队,21049,3,余杭,闲林
尚堂久里,20977,64,余杭,仁和
恒厚阳光城,20968,118,余杭,中泰
禹航路807号,20908,1,余杭,老余杭
江南雅居,20878,4,余杭,老余杭
昌运里二区,20855,19,余杭,万达广场
兴惠家园,20846,4,余杭,老余杭
林溪闲庭,20748,21,余杭,闲林
浙消宿舍,20746,2,余杭,小和山
东海闲湖城印象加州,20702,96,余杭,闲林
小城之春花苑,20677,22,余杭,老余杭
东田玉城,20633,38,余杭,良渚
严村里,20545,4,余杭,良渚
怡景花城鸣翠苑,20527,13,余杭,闲林
金鼎阳光公寓,20426,23,余杭,仁和
仓云美寓,20376,1,余杭,未来科技城
新明半岛雨径轩,20361,53,余杭,中泰
长吴公寓一区,20328,2,余杭,勾庄
怡景花城流霞苑,20272,11,余杭,闲林
清水湾山水苑,20249,265,余杭,中泰
金鼎华庭二期,20223,12,余杭,仁和
欣龙华府公寓,20215,31,余杭,老余杭
西园凤兴花园一区,20178,2,余杭,老余杭
人和家园,20054,78,余杭,留下
文卫路30号,20025,4,余杭,闲林
凤凰家园,20003,7,余杭,老余杭
恒合金座,19941,16,余杭,老余杭
岸上蓝山,19928,203,余杭,闲林
景瑞御蓝湾,19865,100,余杭,老余杭
闲林山水紫薇苑,19751,103,余杭,闲林
宝林公寓,19692,5,余杭,老余杭
北上星云府,19623,23,余杭,仁和
通运华庭,19590,4,余杭,万达广场
昌运里三区,19547,3,余杭,万达广场
雅居乐国际花园,19542,257,余杭,闲林
西溪景苑,19490,8,余杭,翡翠城
南湖明筑花苑,19437,10,余杭,老余杭
福田花园,19379,19,余杭,老余杭
信达柳郡,19367,42,余杭,瓶窑
金沙公寓,19342,7,余杭,老余杭
联兴路,19305,8,余杭,老余杭
尹家坝路西,19300,12,余杭,老余杭
长吴公寓二期,19239,2,余杭,万达广场
闲林山水海棠苑,19203,42,余杭,闲林
良景学府,19202,36,余杭,瓶窑
南安,19178,16,余杭,老余杭
良港路,19147,1,余杭,良渚
杜甫新苑,19077,3,余杭,良渚
天阳棕榈湾金水岸,19064,35,余杭,良渚
福临花苑,19054,27,余杭,老余杭
闲林山水梅兰苑,19042,7,余杭,闲林
新时代城市家园,19016,92,余杭,闲林
新力启云府,18991,3,余杭,瓶窑
金鼎华庭一期,18960,23,余杭,仁和
仓乐雅苑,18941,9,余杭,老余杭
方汇花苑,18879,28,余杭,老余杭
天润西麓府,18849,45,余杭,未来科技城
通济路1-12号,18772,16,余杭,老余杭
山西园,18682,17,余杭,老余杭
通怡花苑,18677,5,余杭,老余杭
城西路59号,18650,1,余杭,老余杭
东海阳光苑,18628,6,余杭,闲林
众安西溪未来里,18483,0,余杭,闲林
棕榈湾二期,18468,108,余杭,良渚
天阳棕榈湾一期,18460,79,余杭,良渚
禹丰嘉苑,18406,13,余杭,老余杭
庭院深深,18360,323,余杭,老余杭
新湖金色池塘,18272,21,余杭,未来科技城
锦绣时代中心,18251,32,余杭,老余杭
微博公馆,18241,23,余杭,小和山
御景城,18165,42,余杭,老余杭
盛雅公寓,18124,3,余杭,闲林
爵士风情花园,18096,166,余杭,闲林
兴隆小区,18085,0,余杭,老余杭
南安新苑,18042,8,余杭,老余杭
西坞畈公寓,18031,0,余杭,闲林
景雅苑,18012,10,余杭,闲林
禹航路,17990,22,余杭,老余杭
教学路38号,17851,0,余杭,瓶窑
凤华别墅,17813,1,余杭,瓶窑
城西路,17791,1,余杭,老余杭
梦溪东明山居,17784,17,余杭,良渚
苕溪南湖人家,17716,21,余杭,老余杭
宝林西路,17707,27,余杭,老余杭
瓶窑中学宿舍,17670,0,余杭,瓶窑
安乐路,17640,5,余杭,老余杭
北秀蓝湾花苑,17513,60,余杭,良渚
杉杉恒和依山郡,17451,98,余杭,未来科技城
勾庄水景苑,17428,2,余杭,良渚
仁和金鼎公寓,17421,20,余杭,仁和
良渚花苑新村,17390,50,余杭,良渚
中园花苑,17376,20,余杭,老余杭
杭州未来广场银天金城,17365,49,余杭,未来科技城
金源公寓(余杭),17365,10,余杭,老余杭
美好桂花溪园,17347,43,余杭,瓶窑
云睦宝庆苑,17309,0,余杭,闲林
西园·凤兴花园,17292,3,余杭,老余杭
凯文和平雅苑,17093,46,余杭,仁和
仁合银庭,17077,15,余杭,仁和
玉都佳苑,17041,27,余杭,良渚
东兴路181号,17019,1,余杭,瓶窑
南北乐章,16953,65,余杭,瓶窑
庙山新村,16944,3,余杭,闲林
华盛星洲翠谷,16938,92,余杭,闲林
钼铁矿宿舍,16910,6,余杭,闲林
方家山公寓,16901,7,余杭,闲林
闲林山水木兰苑,16891,39,余杭,闲林
新南湖绿苑,16891,38,余杭,中泰
建行宿舍,16788,1,余杭,闲林
东兴路30号,16778,2,余杭,瓶窑
卧林居,16718,1,余杭,老余杭
金汇公寓,16705,6,余杭,老余杭
书林苑,16682,22,余杭,良渚
中惠家园,16644,2,余杭,中泰
周家里,16547,12,余杭,良渚
金阳湾,16525,7,余杭,仁和
世纪广场小区,16479,6,余杭,中泰
华盛达堂巢,16465,9,余杭,翡翠城
广和美地兰庭,16457,47,余杭,仁和
新桥公寓,16403,15,余杭,老余杭
大桥南路,16393,1,余杭,瓶窑
盈凤嘉苑,16366,0,余杭,闲林
科嘉苑,16301,39,余杭,小和山
屏惠家园,16283,24,余杭,瓶窑
文卫路28号,16153,1,余杭,小和山
禹航路563号,16121,1,余杭,老余杭
里窑街1号,16119,0,余杭,瓶窑
江南新港公寓,16105,25,余杭,闲林
羊山公寓,16079,6,余杭,瓶窑
仁惠家园,15951,7,余杭,仁和
禹航商城,15880,5,余杭,老余杭
杜诗苑,15865,8,余杭,良渚
新桥路29号,15803,2,余杭,老余杭
天富花苑,15766,4,余杭,闲林
小学弄13号,15661,1,余杭,瓶窑
南湖景秀湾,15655,9,余杭,老余杭
花和雅居,15643,5,余杭,仁和
清合嘉园东区,15595,40,余杭,仁和
竹海雅苑,15533,7,余杭,未来科技城
杜甫新苑杜雅苑,15436,3,余杭,良渚
径都荷塘花苑,15185,4,余杭,未来科技城
百汇中心,15128,39,余杭,老余杭
紫祥公寓,15094,5,余杭,老余杭
北湖绿洲花园,15009,68,余杭,瓶窑
新苑公寓,14863,7,余杭,闲林
荀山花苑,14757,11,余杭,良渚
精工新村,14682,8,余杭,瓶窑
凤晶花苑,14645,2,余杭,瓶窑
联荣公寓,14620,7,余杭,闲林
新窑路86号,14591,0,余杭,瓶窑
凤溪花苑,14274,4,余杭,瓶窑
兴和苑,14273,4,余杭,瓶窑
金泽公寓,14269,2,余杭,闲林
祥盛家园,14258,15,余杭,瓶窑
源峰嘉苑,14206,25,余杭,小和山
窑山花园,14158,28,余杭,瓶窑
云和雅园,14138,2,余杭,仁和
乐山嘉苑,14059,5,余杭,闲林
耀达仁和印象,13995,14,余杭,仁和
仁良花苑,13746,25,余杭,仁和
方惠家园,13713,3,余杭,瓶窑
清合嘉园西区,13604,66,余杭,仁和
华兴路42号,13556,1,余杭,瓶窑
凤惠家园,13514,1,余杭,瓶窑
小学弄,13426,1,余杭,瓶窑
良渚路152号,13339,1,余杭,良渚
大桥南路30号,13301,1,余杭,瓶窑
凤山小区,13245,1,余杭,瓶窑
南小港路,13160,1,余杭,瓶窑
桃园公寓,13154,12,余杭,瓶窑
新窑路,13115,3,余杭,瓶窑
山川公寓,13084,0,余杭,老余杭
凤城花苑,13059,23,余杭,瓶窑
良渚街道教工宿舍,12717,1,余杭,良渚
小窑山北路,12699,0,余杭,瓶窑
窑山北路,12595,2,余杭,瓶窑
安乐路236-1号,12555,1,余杭,老余杭
径乐家园,12454,13,余杭,未来科技城
里窑街37号,12417,0,余杭,瓶窑
长岗家园,12380,16,余杭,未来科技城
东兴小区,12310,8,余杭,瓶窑
五彩商城,12300,10,余杭,瓶窑
桥南新村,12291,7,余杭,瓶窑
汇观山花苑,12201,5,余杭,瓶窑
青城嘉园,12073,9,余杭,未来科技城
华兴公寓,12071,17,余杭,瓶窑
春色满园,12053,3,余杭,仁和
东田翠谷苑,12040,5,余杭,未来科技城
万佳居,12023,2,余杭,老余杭
春花秋月,12007,2,余杭,未来科技城
大桥北路175号,11947,2,余杭,瓶窑
大桥南路8号,11690,3,余杭,瓶窑
惠羽家园,11677,3,余杭,未来科技城
南门公寓,11600,0,余杭,老余杭
苕溪苑,11441,0,余杭,瓶窑
琴湖碧园,11347,26,余杭,未来科技城
翠园路小区,11340,3,余杭,瓶窑
新兴路44号,11297,0,余杭,瓶窑
凤溪路211号,11245,2,余杭,瓶窑
樟树路253号,11181,1,余杭,瓶窑
兴泰花苑,11018,16,余杭,瓶窑
瑞达城市花苑,11014,11,余杭,瓶窑
卫生院宿舍楼,10789,3,余杭,瓶窑
圣殿弄,10746,1,余杭,瓶窑
方家弄,10728,0,余杭,瓶窑
绿园村,10702,1,余杭,瓶窑
大桥北路,10520,1,余杭,瓶窑
良渚十六街区,10364,5,余杭,良渚
东兴路43号,10358,0,余杭,瓶窑
径铭家园,10222,18,余杭,未来科技城
莹石宿舍,9744,1,余杭,瓶窑
清惠家园,9710,1,余杭,未来科技城
大桥路106-1号,9494,0,余杭,瓶窑
复泰雅宸华庭,9206,19,余杭,未来科技城
正易国际,9003,22,余杭,勾庄
大桥南路194号,8947,1,余杭,瓶窑
海澜半岛,暂无数据,0,余杭,临平新城
南安路1-19号,暂无数据,0,余杭,老余杭
杭州宏丰家居城宏丰公寓,暂无数据,35,余杭,闲林
北辰金座,暂无数据,1,余杭,仁和
西溪泊岸,暂无数据,9,余杭,未来科技城
恒生科技园,暂无数据,1,余杭,未来科技城
金地广场,暂无数据,53,余杭,三墩
金恒路88号,暂无数据,4,余杭,勾庄
江南时代购物中心,暂无数据,0,余杭,老余杭
金恒德公寓,暂无数据,0,余杭,勾庄
太炎路,暂无数据,0,余杭,老余杭
桥南物资供应站宿舍,暂无数据,0,余杭,瓶窑
蒋家塘路51号,暂无数据,0,余杭,良渚
翠湖苑,暂无数据,0,余杭,翡翠城
西田公馆,暂无数据,6,余杭,三墩
捷瑞达瑞谷,暂无数据,5,余杭,未来科技城
北大资源海港城,暂无数据,1,余杭,西溪
闲林中路,暂无数据,0,余杭,闲林
白羊畈公寓,暂无数据,0,余杭,小和山
七贤山居,暂无数据,0,余杭,良渚
瑞谷中心,暂无数据,1,余杭,未来科技城
铧广科技大厦,暂无数据,0,余杭,勾庄
浙江油田公司机关事务中心,暂无数据,0,余杭,闲林
钱塘汇银中心,暂无数据,0,余杭,未来科技城
教工宿舍,暂无数据,0,余杭,老余杭
马鞍山雅苑,暂无数据,0,余杭,老余杭
瓶窑社区,暂无数据,0,余杭,瓶窑
乌龙涧路8号,暂无数据,0,余杭,老余杭
海澜半岛,暂无数据,0,余杭,临平新城
靖源国际,暂无数据,0,余杭,翡翠城
花园畈,暂无数据,0,余杭,闲林
中泰商贸城,暂无数据,0,余杭,中泰
庙山南村,暂无数据,0,余杭,闲林
崇福山居,暂无数据,0,余杭,良渚
中博大厦,暂无数据,0,余杭,闲林
西典公寓,暂无数据,0,余杭,未来科技城
西溪智慧健康谷,暂无数据,0,余杭,未来科技城
蓝城鼎胜蔚蓝中心,暂无数据,0,余杭,未来科技城
西溪曼哈顿,暂无数据,31,余杭,翡翠城
北大资源海港城,暂无数据,1,余杭,西溪
闲林中路,暂无数据,0,余杭,闲林
太炎路,暂无数据,0,余杭,老余杭
蒋家塘路51号,暂无数据,0,余杭,良渚
北辰金座,暂无数据,1,余杭,仁和
西溪泊岸,暂无数据,9,余杭,未来科技城
杭州宏丰家居城宏丰公寓,暂无数据,35,余杭,闲林
恒生科技园,暂无数据,1,余杭,未来科技城
豪波西溪润景,暂无数据,16,余杭,未来科技城
南凤苑,暂无数据,0,余杭,老余杭
捷瑞达瑞谷,暂无数据,5,余杭,未来科技城
南湖大厦,暂无数据,22,余杭,中泰
金恒路68号,暂无数据,0,余杭,勾庄
金恒德公寓,暂无数据,0,余杭,勾庄
江南时代购物中心,暂无数据,0,余杭,老余杭
金恒路88号,暂无数据,4,余杭,勾庄
金地广场,暂无数据,53,余杭,三墩
西田公馆,暂无数据,6,余杭,三墩
桥南物资供应站宿舍,暂无数据,0,余杭,瓶窑
翠湖苑,暂无数据,0,余杭,翡翠城
外窑街1号,暂无数据,0,余杭,瓶窑
鼎创财富中心,暂无数据,16,余杭,未来科技城
杨梅坞,暂无数据,0,余杭,瓶窑
城建,暂无数据,0,余杭,瓶窑
里窑街16号,暂无数据,0,余杭,瓶窑
黄湖商贸苑,暂无数据,0,余杭,未来科技城
智慧尚谷,暂无数据,5,余杭,老余杭
南山洋口,暂无数据,0,余杭,仁和
宝塔公寓,暂无数据,0,余杭,老余杭
西溪街20号,暂无数据,0,余杭,瓶窑
西溪智慧健康谷,暂无数据,0,余杭,未来科技城
万科白鹭公馆,暂无数据,0,余杭,良渚
海创绿谷,暂无数据,17,余杭,未来科技城
华茂科创园,暂无数据,0,余杭,未来科技城
西溪曼哈顿,暂无数据,31,余杭,翡翠城
碧家国际社区,暂无数据,0,余杭,翡翠城
科创中心,暂无数据,0,余杭,未来科技城
良博路65号,暂无数据,0,余杭,良渚
岸上蓝山公寓,暂无数据,1,余杭,闲林
西溪北苑新区,暂无数据,0,余杭,未来科技城
邦帮金座,暂无数据,4,余杭,翡翠城
山西园路12号,暂无数据,0,余杭,老余杭
良博路54-56号,暂无数据,0,余杭,良渚
闲林街道联富巷16号,暂无数据,0,余杭,闲林
荆余路189号,暂无数据,0,余杭,老余杭
学农弄,暂无数据,0,余杭,瓶窑
星创新里程中心,暂无数据,27,余杭,老余杭
通信桥路10号,暂无数据,0,余杭,良渚
塘栖供销社有限公司栅庄桥综合楼,暂无数据,0,余杭,仁和
桃园东路1号,暂无数据,0,余杭,瓶窑
兴居弄,暂无数据,0,余杭,瓶窑
杨梅坞,暂无数据,0,余杭,瓶窑
城建,暂无数据,0,余杭,瓶窑
外窑街1号,暂无数据,0,余杭,瓶窑
西溪街20号,暂无数据,0,余杭,瓶窑
黄湖商贸苑,暂无数据,0,余杭,未来科技城
里窑街16号,暂无数据,0,余杭,瓶窑
起梦科创数字园区,暂无数据,14,余杭,良渚
LOT未来城,暂无数据,0,余杭,瓶窑
旭锋小区,暂无数据,0,余杭,小和山
铧广科技大厦,暂无数据,0,余杭,勾庄
崇福村,暂无数据,0,余杭,良渚
花园畈,暂无数据,0,余杭,闲林
中泰商贸城,暂无数据,0,余杭,中泰
金恒路68号,暂无数据,0,余杭,勾庄
金恒德公寓,暂无数据,0,余杭,勾庄
江南时代购物中心,暂无数据,0,余杭,老余杭
金恒路88号,暂无数据,4,余杭,勾庄
南湖大厦,暂无数据,22,余杭,中泰
教工宿舍,暂无数据,0,余杭,老余杭
钱塘汇银中心,暂无数据,0,余杭,未来科技城
庙山南村,暂无数据,0,余杭,闲林
崇福山居,暂无数据,0,余杭,良渚
南凤苑,暂无数据,0,余杭,老余杭
北大资源海港城,暂无数据,1,余杭,西溪
金家渡南苑,暂无数据,0,余杭,三墩
随园嘉树,暂无数据,0,余杭,良渚
上亿SOHO,暂无数据,0,余杭,良渚
千年舟家居创意港,暂无数据,0,余杭,勾庄
海创人才公寓,暂无数据,0,余杭,未来科技城
天和华丰苑,暂无数据,0,余杭,翡翠城
瓶窑社区,暂无数据,0,余杭,瓶窑
浙江油田公司机关事务中心,暂无数据,0,余杭,闲林
闲林中路,暂无数据,0,余杭,闲林
未来科技城IT公园,暂无数据,0,余杭,未来科技城
蒋家塘路53号,暂无数据,0,余杭,良渚
鼎创财富中心,暂无数据,16,余杭,未来科技城
学工弄,暂无数据,0,余杭,瓶窑
华滋科欣设计创意园,暂无数据,0,余杭,万达广场
启航城,暂无数据,0,余杭,仁和
名翠云汀苑,暂无数据,0,余杭,老余杭
鼎创科技中心,暂无数据,0,余杭,瓶窑
港郦中心,暂无数据,31,余杭,老余杭
合嵣悦府东区,暂无数据,0,余杭,良渚
未来星宸,暂无数据,0,余杭,未来科技城
远大金地中心,暂无数据,1,余杭,三墩
盛奥西溪铭座,暂无数据,27,余杭,未来科技城
余山花苑,暂无数据,0,余杭,仁和
福滨沁苑,暂无数据,0,余杭,老余杭
绿城深兰公馆,暂无数据,0,余杭,勾庄
仓泽云庭,暂无数据,0,余杭,未来科技城
闲兴路33号,暂无数据,0,余杭,
联荣路,暂无数据,0,余杭,闲林
西溪铭庭,暂无数据,1,余杭,西溪
汀岸辰风里,暂无数据,0,余杭,未来科技城
合嵣悦府,暂无数据,0,余杭,良渚
新窑路246号,暂无数据,0,余杭,瓶窑
富力天贸广场,暂无数据,33,余杭,未来科技城
莫干山路2326号,暂无数据,0,余杭,良渚
未来新湖中心,暂无数据,0,余杭,未来科技城
绿城玉海棠里,暂无数据,0,余杭,良渚
澄清巷,暂无数据,0,余杭,老余杭
大桥北路236号,暂无数据,0,余杭,瓶窑
嘉运大厦,暂无数据,2,余杭,万达广场
中梁沐宸院,暂无数据,0,余杭,未来科技城
乐富海邦园,暂无数据,0,余杭,未来科技城
上和景城,暂无数据,0,余杭,未来科技城
学农弄,暂无数据,0,余杭,瓶窑
华兴路23号,暂无数据,0,余杭,瓶窑
起梦科创数字园区,暂无数据,14,余杭,良渚
荷春里,暂无数据,0,余杭,中泰
外窑街17号,暂无数据,0,余杭,瓶窑
乐富海邦园,暂无数据,0,余杭,未来科技城
未来新湖中心,暂无数据,0,余杭,未来科技城
地铁万科杭行道,暂无数据,40,余杭,万达广场
万利大厦,暂无数据,0,余杭,未来科技城
南北盛德国际,暂无数据,12,余杭,万达广场
良渚文化村春漫里,暂无数据,29,余杭,良渚
理想西溪金座,暂无数据,13,余杭,未来科技城
嘉合未来金座,暂无数据,26,余杭,老余杭
东哲云邸,暂无数据,0,余杭,万达广场
杭宁府,暂无数据,0,余杭,临平新城
时尚万通城,暂无数据,29,余杭,未来科技城
嘉凯城城市客厅,暂无数据,0,余杭,瓶窑
华元西溪欢乐城,暂无数据,69,余杭,翡翠城
浙富西溪堂,暂无数据,6,余杭,未来科技城
中南未来里,暂无数据,15,余杭,未来科技城
未来悦,暂无数据,1,余杭,未来科技城
小区名称,均价,在售套数,所在区,所在街道
锦和云水江南,45249,0,淳安,淳安
天屿度假村,33874,1,淳安,淳安
云水江南,33694,2,淳安,淳安
翡翠岛别墅,33628,2,淳安,淳安
千岛湖滨江度假酒店别墅,31052,0,淳安,淳安
千岛湖开元度假村,29499,0,淳安,淳安
文渊狮城,27184,2,淳安,淳安
滨江东方海岸(淳安),21986,5,淳安,淳安
中梁千岛悦府,20547,1,淳安,淳安
千岛湖随园别墅,19892,1,淳安,淳安
柳岸晓风新都,19689,0,淳安,淳安
碧桂园泷悦,19371,0,淳安,淳安
绿城千岛湖度假公寓,18025,6,淳安,淳安
九龙湾,17778,1,淳安,淳安
银泰城泰悦府,17091,1,淳安,淳安
时光心宇,16745,0,淳安,淳安
绿城养生堂千岛湖玫瑰园,16392,1,淳安,淳安
浅山花园,16247,7,淳安,淳安
悦湖湾花园,16039,4,淳安,淳安
千岛碧水花园,16023,1,淳安,淳安
香里湾,15726,0,淳安,淳安
金基观岛,15127,8,淳安,淳安
富力湖滨悦居,14961,5,淳安,淳安
千岛湖财富中心,14129,1,淳安,淳安
金色阳光,13915,2,淳安,淳安
千岛湖嘉苑,13802,11,淳安,淳安
阳光水岸度假村,13277,0,淳安,淳安
碧桂园招商珺悦家园,13150,5,淳安,淳安
绿城千岛明月,13032,0,淳安,淳安
康盛花园,12966,1,淳安,淳安
千岛湖雅苑,12957,1,淳安,淳安
招商近湖花苑,12339,2,淳安,淳安
玲珑湾,11863,4,淳安,淳安
保集东麟府,11692,0,淳安,淳安
玉兰花园,11649,3,淳安,淳安
明珠花园,11267,1,淳安,淳安
滨江半岛印象一期,9896,0,淳安,淳安
景湖花园,9745,0,淳安,淳安
望湖山庄,9644,2,淳安,淳安
蓝城颐景玉兰,9087,0,淳安,淳安
滨江半岛印象二期,8820,1,淳安,淳安
千岛湖雨润星雨华府,8757,1,淳安,淳安
安阳天香华庭,7499,0,淳安,淳安
佰澜公寓,6895,0,淳安,淳安
狮湖景苑,4833,0,淳安,淳安
鼓山晟林商业中心,暂无数据,0,淳安,淳安
南景苑,暂无数据,0,淳安,淳安
美都千岛碧云天,暂无数据,0,淳安,淳安
柏润国际花园,暂无数据,0,淳安,淳安
一家山水,暂无数据,0,淳安,淳安
大指岛丽湖馨居,暂无数据,0,淳安,淳安
紫荆湖滨公寓,暂无数据,0,淳安,淳安
新兴花园,暂无数据,0,淳安,淳安
日月天地,暂无数据,0,淳安,淳安
千岛湖公寓,暂无数据,0,淳安,淳安
青城山居别墅,暂无数据,0,淳安,淳安
千岛湖锦溪佳苑,暂无数据,0,淳安,淳安
大千古街,暂无数据,0,淳安,淳安
一家山水,暂无数据,0,淳安,淳安
日月天地,暂无数据,0,淳安,淳安
新兴花园,暂无数据,0,淳安,淳安
千岛湖锦溪佳苑,暂无数据,0,淳安,淳安
紫荆湖滨公寓,暂无数据,0,淳安,淳安
南景苑,暂无数据,0,淳安,淳安
千岛湖桃源山庄,暂无数据,0,淳安,淳安
千岛湖湖畔澄庐,暂无数据,0,淳安,淳安
鼓山晟林商业中心,暂无数据,0,淳安,淳安
小区名称,均价,在售套数,所在区,所在街道
德信中南江上云起,22228,1,建德,建德
龙大江景府,20155,0,建德,建德
江和城,17935,0,建德,建德
新安郡,17729,1,建德,建德
万固观澜府,17296,1,建德,建德
龙大悦江府,15071,0,建德,建德
德信中南江山云起院,14516,0,建德,建德
碧桂园望江台,13875,1,建德,建德
恒大林溪郡,11294,2,建德,建德
富春一品,11288,0,建德,建德
天骄香槟郡,10723,0,建德,建德
香缇御峰苑,10446,0,建德,建德
国大阳光星辰,8914,0,建德,建德
富力御江山小区,8735,0,建德,建德
幸福康桥水岸,8154,1,建德,建德
华宇悦府,8147,0,建德,建德
御品江南,7385,2,建德,建德
恒大御泉四季,6394,5,建德,建德
水岸鑫域,6025,0,建德,建德
柳城雅苑,4544,0,建德,建德
绿城春江明月,暂无数据,0,建德,建德
印象新城,暂无数据,0,建德,建德
新安公寓,暂无数据,0,建德,建德
山水华庭,暂无数据,0,建德,建德
下官山村,暂无数据,0,建德,建德
田园月亮湾,暂无数据,0,建德,建德
和谐江和城,暂无数据,0,建德,建德
望江豪庭,暂无数据,0,建德,建德
桔香嘉园,暂无数据,0,建德,建德
金色佳园,暂无数据,0,建德,建德
望江豪庭,暂无数据,0,建德,建德
